seed_item_id,recommended_product_id,score
19108,10858,28
19108,79141,22
19108,332,20
19108,2809,20
2050,11338,28
2050,10858,28
2050,79141,22
2050,332,20
2050,2809,20
2260,11338,28
2260,10858,28
2260,79141,22
2260,332,20
2260,2809,20
330225,11338,28
330225,10858,28
330225,79141,22
330225,332,20
330225,2809,20
329760,11338,28
329760,10858,28
329760,79141,22
329760,332,20
329760,2809,20
357139,11338,28
357139,10858,28
357139,79141,22
357139,332,20
357139,2809,20
373347,11338,28
373347,10858,28
373347,79141,22
373347,332,20
373347,2809,20
374888,11338,28
374888,10858,28
374888,79141,22
374888,332,20
374888,2809,20
374798,11338,28
374798,10858,28
374798,79141,22
374798,332,20
374798,2809,20
375094,11338,28
375094,10858,28
375094,79141,22
375094,332,20
375094,2809,20
19449,11338,28
19449,10858,28
19449,79141,22
19449,332,20
19449,2809,20
19410,11338,28
19410,10858,28
19410,79141,22
19410,332,20
19410,2809,20
32867,11338,28
32867,10858,28
32867,79141,22
32867,332,20
32867,2809,20
32851,11338,28
32851,10858,28
32851,79141,22
32851,332,20
32851,2809,20
32834,11338,28
32834,10858,28
32834,79141,22
32834,332,20
32834,2809,20
32964,11338,28
32964,10858,28
32964,79141,22
32964,332,20
32964,2809,20
32817,11338,28
32817,10858,28
32817,79141,22
32817,332,20
32817,2809,20
1938,11338,28
1938,10858,28
1938,79141,22
1938,332,20
1938,2809,20
1932,11338,28
1932,10858,28
1932,79141,22
1932,332,20
1932,2809,20
2151,11338,28
2151,10858,28
2151,79141,22
2151,332,20
2151,2809,20
375081,11338,28
375081,10858,28
375081,79141,22
375081,332,20
375081,2809,20
374980,11338,28
374980,10858,28
374980,79141,22
374980,332,20
374980,2809,20
374938,11338,28
374938,10858,28
374938,79141,22
374938,332,20
374938,2809,20
375322,11338,28
375322,10858,28
375322,79141,22
375322,332,20
375322,2809,20
375187,11338,28
375187,10858,28
375187,79141,22
375187,332,20
375187,2809,20
1885,11338,28
1885,10858,28
1885,79141,22
1885,332,20
1885,2809,20
1853,11338,28
1853,10858,28
1853,79141,22
1853,332,20
1853,2809,20
32808,11338,28
32808,10858,28
32808,79141,22
32808,332,20
32808,2809,20
19650,11338,28
19650,10858,28
19650,79141,22
19650,332,20
19650,2809,20
32793,11338,28
32793,10858,28
32793,79141,22
32793,332,20
32793,2809,20
32775,11338,28
32775,10858,28
32775,79141,22
32775,332,20
32775,2809,20
32754,11338,28
32754,10858,28
32754,79141,22
32754,332,20
32754,2809,20
19555,11338,28
19555,10858,28
19555,79141,22
19555,332,20
19555,2809,20
19803,11338,28
19803,10858,28
19803,79141,22
19803,332,20
19803,2809,20
2046,11338,28
2046,10858,28
2046,79141,22
2046,332,20
2046,2809,20
375425,11338,28
375425,10858,28
375425,79141,22
375425,332,20
375425,2809,20
375404,11338,28
375404,10858,28
375404,79141,22
375404,332,20
375404,2809,20
375885,11338,28
375885,10858,28
375885,79141,22
375885,332,20
375885,2809,20
376087,11338,28
376087,10858,28
376087,79141,22
376087,332,20
376087,2809,20
1785,11338,28
1785,10858,28
1785,79141,22
1785,332,20
1785,2809,20
19769,11338,28
19769,10858,28
19769,79141,22
19769,332,20
19769,2809,20
32357,11338,28
32357,10858,28
32357,79141,22
32357,332,20
32357,2809,20
32338,11338,28
32338,10858,28
32338,79141,22
32338,332,20
32338,2809,20
32584,11338,28
32584,10858,28
32584,79141,22
32584,332,20
32584,2809,20
32564,11338,28
32564,10858,28
32564,79141,22
32564,332,20
32564,2809,20
32707,11338,28
32707,10858,28
32707,79141,22
32707,332,20
32707,2809,20
32682,11338,28
32682,10858,28
32682,79141,22
32682,332,20
32682,2809,20
32656,11338,28
32656,10858,28
32656,79141,22
32656,332,20
32656,2809,20
32129,11338,28
32129,10858,28
32129,79141,22
32129,332,20
32129,2809,20
376198,11338,28
376198,10858,28
376198,79141,22
376198,332,20
376198,2809,20
376414,11338,28
376414,10858,28
376414,79141,22
376414,332,20
376414,2809,20
376397,11338,28
376397,10858,28
376397,79141,22
376397,332,20
376397,2809,20
376305,11338,28
376305,10858,28
376305,79141,22
376305,332,20
376305,2809,20
1652,11338,28
1652,10858,28
1652,79141,22
1652,332,20
1652,2809,20
1645,11338,28
1645,10858,28
1645,79141,22
1645,332,20
1645,2809,20
19726,11338,28
19726,10858,28
19726,79141,22
19726,332,20
19726,2809,20
19909,11338,28
19909,10858,28
19909,79141,22
19909,332,20
19909,2809,20
32255,11338,28
32255,10858,28
32255,79141,22
32255,332,20
32255,2809,20
32232,11338,28
32232,10858,28
32232,79141,22
32232,332,20
32232,2809,20
32206,11338,28
32206,10858,28
32206,79141,22
32206,332,20
32206,2809,20
32201,11338,28
32201,10858,28
32201,79141,22
32201,332,20
32201,2809,20
32468,11338,28
32468,10858,28
32468,79141,22
32468,332,20
32468,2809,20
32457,11338,28
32457,10858,28
32457,79141,22
32457,332,20
32457,2809,20
19588,11338,28
19588,10858,28
19588,79141,22
19588,332,20
19588,2809,20
31780,11338,28
31780,10858,28
31780,79141,22
31780,332,20
31780,2809,20
19872,11338,28
19872,10858,28
19872,79141,22
19872,332,20
19872,2809,20
1621,11338,28
1621,10858,28
1621,79141,22
1621,332,20
1621,2809,20
1616,11338,28
1616,10858,28
1616,79141,22
1616,332,20
1616,2809,20
376524,11338,28
376524,10858,28
376524,79141,22
376524,332,20
376524,2809,20
376768,11338,28
376768,10858,28
376768,79141,22
376768,332,20
376768,2809,20
376731,11338,28
376731,10858,28
376731,79141,22
376731,332,20
376731,2809,20
376650,11338,28
376650,10858,28
376650,79141,22
376650,332,20
376650,2809,20
31992,11338,28
31992,10858,28
31992,79141,22
31992,332,20
31992,2809,20
32115,11338,28
32115,10858,28
32115,79141,22
32115,332,20
32115,2809,20
32109,11338,28
32109,10858,28
32109,79141,22
32109,332,20
32109,2809,20
32087,11338,28
32087,10858,28
32087,79141,22
32087,332,20
32087,2809,20
32176,11338,28
32176,10858,28
32176,79141,22
32176,332,20
32176,2809,20
32170,11338,28
32170,10858,28
32170,79141,22
32170,332,20
32170,2809,20
32135,11338,28
32135,10858,28
32135,79141,22
32135,332,20
32135,2809,20
32134,11338,28
32134,10858,28
32134,79141,22
32134,332,20
32134,2809,20
31579,11338,28
31579,10858,28
31579,79141,22
31579,332,20
31579,2809,20
1518,11338,28
1518,10858,28
1518,79141,22
1518,332,20
1518,2809,20
1465,11338,28
1465,10858,28
1465,79141,22
1465,332,20
1465,2809,20
1444,11338,28
1444,10858,28
1444,79141,22
1444,332,20
1444,2809,20
376960,11338,28
376960,10858,28
376960,79141,22
376960,332,20
376960,2809,20
376952,11338,28
376952,10858,28
376952,79141,22
376952,332,20
376952,2809,20
376946,11338,28
376946,10858,28
376946,79141,22
376946,332,20
376946,2809,20
376868,11338,28
376868,10858,28
376868,79141,22
376868,332,20
376868,2809,20
376867,11338,28
376867,10858,28
376867,79141,22
376867,332,20
376867,2809,20
376853,11338,28
376853,10858,28
376853,79141,22
376853,332,20
376853,2809,20
377176,11338,28
377176,10858,28
377176,79141,22
377176,332,20
377176,2809,20
1371,11338,28
1371,10858,28
1371,79141,22
1371,332,20
1371,2809,20
31570,11338,28
31570,10858,28
31570,79141,22
31570,332,20
31570,2809,20
31826,11338,28
31826,10858,28
31826,79141,22
31826,332,20
31826,2809,20
19924,11338,28
19924,10858,28
19924,79141,22
19924,332,20
19924,2809,20
20099,11338,28
20099,10858,28
20099,79141,22
20099,332,20
20099,2809,20
20264,11338,28
20264,10858,28
20264,79141,22
20264,332,20
20264,2809,20
20238,11338,28
20238,10858,28
20238,79141,22
20238,332,20
20238,2809,20
1579,11338,28
1579,10858,28
1579,79141,22
1579,332,20
1579,2809,20
377075,11338,28
377075,10858,28
377075,79141,22
377075,332,20
377075,2809,20
376989,11338,28
376989,10858,28
376989,79141,22
376989,332,20
376989,2809,20
377299,11338,28
377299,10858,28
377299,79141,22
377299,332,20
377299,2809,20
377255,11338,28
377255,10858,28
377255,79141,22
377255,332,20
377255,2809,20
377632,11338,28
377632,10858,28
377632,79141,22
377632,332,20
377632,2809,20
1260,11338,28
1260,10858,28
1260,79141,22
1260,332,20
1260,2809,20
31403,11338,28
31403,10858,28
31403,79141,22
31403,332,20
31403,2809,20
31352,11338,28
31352,10858,28
31352,79141,22
31352,332,20
31352,2809,20
31329,11338,28
31329,10858,28
31329,79141,22
31329,332,20
31329,2809,20
31567,11338,28
31567,10858,28
31567,79141,22
31567,332,20
31567,2809,20
31520,11338,28
31520,10858,28
31520,79141,22
31520,332,20
31520,2809,20
31631,11338,28
31631,10858,28
31631,79141,22
31631,332,20
31631,2809,20
31628,11338,28
31628,10858,28
31628,79141,22
31628,332,20
31628,2809,20
31201,11338,28
31201,10858,28
31201,79141,22
31201,332,20
31201,2809,20
20146,11338,28
20146,10858,28
20146,79141,22
20146,332,20
20146,2809,20
20366,11338,28
20366,10858,28
20366,79141,22
20366,332,20
20366,2809,20
377617,11338,28
377617,10858,28
377617,79141,22
377617,332,20
377617,2809,20
377462,11338,28
377462,10858,28
377462,79141,22
377462,332,20
377462,2809,20
377349,11338,28
377349,10858,28
377349,79141,22
377349,332,20
377349,2809,20
377328,11338,28
377328,10858,28
377328,79141,22
377328,332,20
377328,2809,20
378133,11338,28
378133,10858,28
378133,79141,22
378133,332,20
378133,2809,20
378030,11338,28
378030,10858,28
378030,79141,22
378030,332,20
378030,2809,20
1178,11338,28
1178,10858,28
1178,79141,22
1178,332,20
1178,2809,20
1152,11338,28
1152,10858,28
1152,79141,22
1152,332,20
1152,2809,20
20359,11338,28
20359,10858,28
20359,79141,22
20359,332,20
20359,2809,20
31085,11338,28
31085,10858,28
31085,79141,22
31085,332,20
31085,2809,20
31276,11338,28
31276,10858,28
31276,79141,22
31276,332,20
31276,2809,20
31273,11338,28
31273,10858,28
31273,79141,22
31273,332,20
31273,2809,20
31458,11338,28
31458,10858,28
31458,79141,22
31458,332,20
31458,2809,20
30835,11338,28
30835,10858,28
30835,79141,22
30835,332,20
30835,2809,20
30965,11338,28
30965,10858,28
30965,79141,22
30965,332,20
30965,2809,20
30960,11338,28
30960,10858,28
30960,79141,22
30960,332,20
30960,2809,20
30942,11338,28
30942,10858,28
30942,79141,22
30942,332,20
30942,2809,20
30940,11338,28
30940,10858,28
30940,79141,22
30940,332,20
30940,2809,20
30914,11338,28
30914,10858,28
30914,79141,22
30914,332,20
30914,2809,20
30894,11338,28
30894,10858,28
30894,79141,22
30894,332,20
30894,2809,20
20350,11338,28
20350,10858,28
20350,79141,22
20350,332,20
20350,2809,20
20295,11338,28
20295,10858,28
20295,79141,22
20295,332,20
20295,2809,20
20482,11338,28
20482,10858,28
20482,79141,22
20482,332,20
20482,2809,20
20469,11338,28
20469,10858,28
20469,79141,22
20469,332,20
20469,2809,20
31057,11338,28
31057,10858,28
31057,79141,22
31057,332,20
31057,2809,20
31045,11338,28
31045,10858,28
31045,79141,22
31045,332,20
31045,2809,20
31038,11338,28
31038,10858,28
31038,79141,22
31038,332,20
31038,2809,20
30999,11338,28
30999,10858,28
30999,79141,22
30999,332,20
30999,2809,20
31231,11338,28
31231,10858,28
31231,79141,22
31231,332,20
31231,2809,20
378912,11338,28
378912,10858,28
378912,79141,22
378912,332,20
378912,2809,20
379345,11338,28
379345,10858,28
379345,79141,22
379345,332,20
379345,2809,20
974,11338,28
974,10858,28
974,79141,22
974,332,20
974,2809,20
965,11338,28
965,10858,28
965,79141,22
965,332,20
965,2809,20
954,11338,28
954,10858,28
954,79141,22
954,332,20
954,2809,20
378410,11338,28
378410,10858,28
378410,79141,22
378410,332,20
378410,2809,20
378391,11338,28
378391,10858,28
378391,79141,22
378391,332,20
378391,2809,20
378289,11338,28
378289,10858,28
378289,79141,22
378289,332,20
378289,2809,20
378269,11338,28
378269,10858,28
378269,79141,22
378269,332,20
378269,2809,20
378599,11338,28
378599,10858,28
378599,79141,22
378599,332,20
378599,2809,20
378907,11338,28
378907,10858,28
378907,79141,22
378907,332,20
378907,2809,20
378882,11338,28
378882,10858,28
378882,79141,22
378882,332,20
378882,2809,20
1089,11338,28
1089,10858,28
1089,79141,22
1089,332,20
1089,2809,20
1030,11338,28
1030,10858,28
1030,79141,22
1030,332,20
1030,2809,20
1021,11338,28
1021,10858,28
1021,79141,22
1021,332,20
1021,2809,20
1203,11338,28
1203,10858,28
1203,79141,22
1203,332,20
1203,2809,20
30587,11338,28
30587,10858,28
30587,79141,22
30587,332,20
30587,2809,20
30562,11338,28
30562,10858,28
30562,79141,22
30562,332,20
30562,2809,20
30688,11338,28
30688,10858,28
30688,79141,22
30688,332,20
30688,2809,20
30655,11338,28
30655,10858,28
30655,79141,22
30655,332,20
30655,2809,20
30623,11338,28
30623,10858,28
30623,79141,22
30623,332,20
30623,2809,20
20520,11338,28
20520,10858,28
20520,79141,22
20520,332,20
20520,2809,20
20518,11338,28
20518,10858,28
20518,79141,22
20518,332,20
20518,2809,20
20499,11338,28
20499,10858,28
20499,79141,22
20499,332,20
20499,2809,20
20808,11338,28
20808,10858,28
20808,79141,22
20808,332,20
20808,2809,20
30890,11338,28
30890,10858,28
30890,79141,22
30890,332,20
30890,2809,20
30883,11338,28
30883,10858,28
30883,79141,22
30883,332,20
30883,2809,20
30882,11338,28
30882,10858,28
30882,79141,22
30882,332,20
30882,2809,20
30874,11338,28
30874,10858,28
30874,79141,22
30874,332,20
30874,2809,20
378849,11338,28
378849,10858,28
378849,79141,22
378849,332,20
378849,2809,20
378817,11338,28
378817,10858,28
378817,79141,22
378817,332,20
378817,2809,20
379020,11338,28
379020,10858,28
379020,79141,22
379020,332,20
379020,2809,20
379735,11338,28
379735,10858,28
379735,79141,22
379735,332,20
379735,2809,20
380060,11338,28
380060,10858,28
380060,79141,22
380060,332,20
380060,2809,20
380090,11338,28
380090,10858,28
380090,79141,22
380090,332,20
380090,2809,20
772,11338,28
772,10858,28
772,79141,22
772,332,20
772,2809,20
923,11338,28
923,10858,28
923,79141,22
923,332,20
923,2809,20
918,11338,28
918,10858,28
918,79141,22
918,332,20
918,2809,20
379140,11338,28
379140,10858,28
379140,79141,22
379140,332,20
379140,2809,20
379043,11338,28
379043,10858,28
379043,79141,22
379043,332,20
379043,2809,20
379037,11338,28
379037,10858,28
379037,79141,22
379037,332,20
379037,2809,20
379577,11338,28
379577,10858,28
379577,79141,22
379577,332,20
379577,2809,20
379500,11338,28
379500,10858,28
379500,79141,22
379500,332,20
379500,2809,20
869,11338,28
869,10858,28
869,79141,22
869,332,20
869,2809,20
862,11338,28
862,10858,28
862,79141,22
862,332,20
862,2809,20
860,11338,28
860,10858,28
860,79141,22
860,332,20
860,2809,20
843,11338,28
843,10858,28
843,79141,22
843,332,20
843,2809,20
21034,11338,28
21034,10858,28
21034,79141,22
21034,332,20
21034,2809,20
30398,11338,28
30398,10858,28
30398,79141,22
30398,332,20
30398,2809,20
21032,11338,28
21032,10858,28
21032,79141,22
21032,332,20
21032,2809,20
20993,11338,28
20993,10858,28
20993,79141,22
20993,332,20
20993,2809,20
20991,11338,28
20991,10858,28
20991,79141,22
20991,332,20
20991,2809,20
20990,11338,28
20990,10858,28
20990,79141,22
20990,332,20
20990,2809,20
21268,11338,28
21268,10858,28
21268,79141,22
21268,332,20
21268,2809,20
30370,11338,28
30370,10858,28
30370,79141,22
30370,332,20
30370,2809,20
30327,11338,28
30327,10858,28
30327,79141,22
30327,332,20
30327,2809,20
30325,11338,28
30325,10858,28
30325,79141,22
30325,332,20
30325,2809,20
30311,11338,28
30311,10858,28
30311,79141,22
30311,332,20
30311,2809,20
30308,11338,28
30308,10858,28
30308,79141,22
30308,332,20
30308,2809,20
30480,11338,28
30480,10858,28
30480,79141,22
30480,332,20
30480,2809,20
30444,11338,28
30444,10858,28
30444,79141,22
30444,332,20
30444,2809,20
20737,11338,28
20737,10858,28
20737,79141,22
20737,332,20
20737,2809,20
1010,11338,28
1010,10858,28
1010,79141,22
1010,332,20
1010,2809,20
1003,11338,28
1003,10858,28
1003,79141,22
1003,332,20
1003,2809,20
30114,11338,28
30114,10858,28
30114,79141,22
30114,332,20
30114,2809,20
30260,11338,28
30260,10858,28
30260,79141,22
30260,332,20
30260,2809,20
21169,11338,28
21169,10858,28
21169,79141,22
21169,332,20
21169,2809,20
21137,11338,28
21137,10858,28
21137,79141,22
21137,332,20
21137,2809,20
30238,11338,28
30238,10858,28
30238,79141,22
30238,332,20
30238,2809,20
764,11338,28
764,10858,28
764,79141,22
764,332,20
764,2809,20
908,11338,28
908,10858,28
908,79141,22
908,332,20
908,2809,20
380580,11338,28
380580,10858,28
380580,79141,22
380580,332,20
380580,2809,20
380579,11338,28
380579,10858,28
380579,79141,22
380579,332,20
380579,2809,20
380992,11338,28
380992,10858,28
380992,79141,22
380992,332,20
380992,2809,20
381117,11338,28
381117,10858,28
381117,79141,22
381117,332,20
381117,2809,20
381008,11338,28
381008,10858,28
381008,79141,22
381008,332,20
381008,2809,20
381002,11338,28
381002,10858,28
381002,79141,22
381002,332,20
381002,2809,20
381429,11338,28
381429,10858,28
381429,79141,22
381429,332,20
381429,2809,20
700,11338,28
700,10858,28
700,79141,22
700,332,20
700,2809,20
30201,11338,28
30201,10858,28
30201,79141,22
30201,332,20
30201,2809,20
30084,11338,28
30084,10858,28
30084,79141,22
30084,332,20
30084,2809,20
30059,11338,28
30059,10858,28
30059,79141,22
30059,332,20
30059,2809,20
30050,11338,28
30050,10858,28
30050,79141,22
30050,332,20
30050,2809,20
30049,11338,28
30049,10858,28
30049,79141,22
30049,332,20
30049,2809,20
801,11338,28
801,10858,28
801,79141,22
801,332,20
801,2809,20
381806,11338,28
381806,10858,28
381806,79141,22
381806,332,20
381806,2809,20
381785,11338,28
381785,10858,28
381785,79141,22
381785,332,20
381785,2809,20
381694,11338,28
381694,10858,28
381694,79141,22
381694,332,20
381694,2809,20
382569,11338,28
382569,10858,28
382569,79141,22
382569,332,20
382569,2809,20
383119,11338,28
383119,10858,28
383119,79141,22
383119,332,20
383119,2809,20
664,11338,28
664,10858,28
664,79141,22
664,332,20
664,2809,20
633,11338,28
633,10858,28
633,79141,22
633,332,20
633,2809,20
622,11338,28
622,10858,28
622,79141,22
622,332,20
622,2809,20
616,11338,28
616,10858,28
616,79141,22
616,332,20
616,2809,20
608,11338,28
608,10858,28
608,79141,22
608,332,20
608,2809,20
21388,11338,28
21388,10858,28
21388,79141,22
21388,332,20
21388,2809,20
21860,11338,28
21860,10858,28
21860,79141,22
21860,332,20
21860,2809,20
28278,11338,28
28278,10858,28
28278,79141,22
28278,332,20
28278,2809,20
28201,11338,28
28201,10858,28
28201,79141,22
28201,332,20
28201,2809,20
28089,11338,28
28089,10858,28
28089,79141,22
28089,332,20
28089,2809,20
27996,11338,28
27996,10858,28
27996,79141,22
27996,332,20
27996,2809,20
28821,11338,28
28821,10858,28
28821,79141,22
28821,332,20
28821,2809,20
28775,11338,28
28775,10858,28
28775,79141,22
28775,332,20
28775,2809,20
29394,11338,28
29394,10858,28
29394,79141,22
29394,332,20
29394,2809,20
21744,11338,28
21744,10858,28
21744,79141,22
21744,332,20
21744,2809,20
29209,11338,28
29209,10858,28
29209,79141,22
29209,332,20
29209,2809,20
29153,11338,28
29153,10858,28
29153,79141,22
29153,332,20
29153,2809,20
29545,11338,28
29545,10858,28
29545,79141,22
29545,332,20
29545,2809,20
29403,11338,28
29403,10858,28
29403,79141,22
29403,332,20
29403,2809,20
29701,11338,28
29701,10858,28
29701,79141,22
29701,332,20
29701,2809,20
29572,11338,28
29572,10858,28
29572,79141,22
29572,332,20
29572,2809,20
29849,11338,28
29849,10858,28
29849,79141,22
29849,332,20
29849,2809,20
26947,11338,28
26947,10858,28
26947,79141,22
26947,332,20
26947,2809,20
27617,11338,28
27617,10858,28
27617,79141,22
27617,332,20
27617,2809,20
27771,11338,28
27771,10858,28
27771,79141,22
27771,332,20
27771,2809,20
27724,11338,28
27724,10858,28
27724,79141,22
27724,332,20
27724,2809,20
22099,11338,28
22099,10858,28
22099,79141,22
22099,332,20
22099,2809,20
735,11338,28
735,10858,28
735,79141,22
735,332,20
735,2809,20
734,11338,28
734,10858,28
734,79141,22
734,332,20
734,2809,20
724,11338,28
724,10858,28
724,79141,22
724,332,20
724,2809,20
383308,11338,28
383308,10858,28
383308,79141,22
383308,332,20
383308,2809,20
385564,11338,28
385564,10858,28
385564,79141,22
385564,332,20
385564,2809,20
552,11338,28
552,10858,28
552,79141,22
552,332,20
552,2809,20
549,11338,28
549,10858,28
549,79141,22
549,332,20
549,2809,20
543,11338,28
543,10858,28
543,79141,22
543,332,20
543,2809,20
537,11338,28
537,10858,28
537,79141,22
537,332,20
537,2809,20
536,11338,28
536,10858,28
536,79141,22
536,332,20
536,2809,20
21872,11338,28
21872,10858,28
21872,79141,22
21872,332,20
21872,2809,20
22880,11338,28
22880,10858,28
22880,79141,22
22880,332,20
22880,2809,20
25769,11338,28
25769,10858,28
25769,79141,22
25769,332,20
25769,2809,20
25762,11338,28
25762,10858,28
25762,79141,22
25762,332,20
25762,2809,20
25909,11338,28
25909,10858,28
25909,79141,22
25909,332,20
25909,2809,20
25834,11338,28
25834,10858,28
25834,79141,22
25834,332,20
25834,2809,20
26199,11338,28
26199,10858,28
26199,79141,22
26199,332,20
26199,2809,20
26116,11338,28
26116,10858,28
26116,79141,22
26116,332,20
26116,2809,20
26468,11338,28
26468,10858,28
26468,79141,22
26468,332,20
26468,2809,20
26865,11338,28
26865,10858,28
26865,79141,22
26865,332,20
26865,2809,20
27198,11338,28
27198,10858,28
27198,79141,22
27198,332,20
27198,2809,20
22247,11338,28
22247,10858,28
22247,79141,22
22247,332,20
22247,2809,20
22570,11338,28
22570,10858,28
22570,79141,22
22570,332,20
22570,2809,20
22553,11338,28
22553,10858,28
22553,79141,22
22553,332,20
22553,2809,20
27118,11338,28
27118,10858,28
27118,79141,22
27118,332,20
27118,2809,20
27117,11338,28
27117,10858,28
27117,79141,22
27117,332,20
27117,2809,20
27060,11338,28
27060,10858,28
27060,79141,22
27060,332,20
27060,2809,20
25493,11338,28
25493,10858,28
25493,79141,22
25493,332,20
25493,2809,20
25620,11338,28
25620,10858,28
25620,79141,22
25620,332,20
25620,2809,20
25549,11338,28
25549,10858,28
25549,79141,22
25549,332,20
25549,2809,20
25546,11338,28
25546,10858,28
25546,79141,22
25546,332,20
25546,2809,20
25540,11338,28
25540,10858,28
25540,79141,22
25540,332,20
25540,2809,20
525,11338,28
525,10858,28
525,79141,22
525,332,20
525,2809,20
386994,11338,28
386994,10858,28
386994,79141,22
386994,332,20
386994,2809,20
386896,11338,28
386896,10858,28
386896,79141,22
386896,332,20
386896,2809,20
388259,11338,28
388259,10858,28
388259,79141,22
388259,332,20
388259,2809,20
388130,11338,28
388130,10858,28
388130,79141,22
388130,332,20
388130,2809,20
388834,11338,28
388834,10858,28
388834,79141,22
388834,332,20
388834,2809,20
388466,11338,28
388466,10858,28
388466,79141,22
388466,332,20
388466,2809,20
389639,11338,28
389639,10858,28
389639,79141,22
389639,332,20
389639,2809,20
488,11338,28
488,10858,28
488,79141,22
488,332,20
488,2809,20
25812,11338,28
25812,10858,28
25812,79141,22
25812,332,20
25812,2809,20
22413,11338,28
22413,10858,28
22413,79141,22
22413,332,20
22413,2809,20
25160,11338,28
25160,10858,28
25160,79141,22
25160,332,20
25160,2809,20
22719,11338,28
22719,10858,28
22719,79141,22
22719,332,20
22719,2809,20
460,11338,28
460,10858,28
460,79141,22
460,332,20
460,2809,20
444,11338,28
444,10858,28
444,79141,22
444,332,20
444,2809,20
391307,11338,28
391307,10858,28
391307,79141,22
391307,332,20
391307,2809,20
393211,11338,28
393211,10858,28
393211,79141,22
393211,332,20
393211,2809,20
392401,11338,28
392401,10858,28
392401,79141,22
392401,332,20
392401,2809,20
394044,11338,28
394044,10858,28
394044,79141,22
394044,332,20
394044,2809,20
393732,11338,28
393732,10858,28
393732,79141,22
393732,332,20
393732,2809,20
398250,11338,28
398250,10858,28
398250,79141,22
398250,332,20
398250,2809,20
401,11338,28
401,10858,28
401,79141,22
401,332,20
401,2809,20
25354,11338,28
25354,10858,28
25354,79141,22
25354,332,20
25354,2809,20
25323,11338,28
25323,10858,28
25323,79141,22
25323,332,20
25323,2809,20
25316,11338,28
25316,10858,28
25316,79141,22
25316,332,20
25316,2809,20
25287,11338,28
25287,10858,28
25287,79141,22
25287,332,20
25287,2809,20
25525,11338,28
25525,10858,28
25525,79141,22
25525,332,20
25525,2809,20
407564,11338,28
407564,10858,28
407564,79141,22
407564,332,20
407564,2809,20
2,11338,28
2,10858,28
2,79141,22
2,332,20
2,2809,20
402761,11338,28
402761,10858,28
402761,79141,22
402761,332,20
402761,2809,20
23569,11338,28
23569,10858,28
23569,79141,22
23569,332,20
23569,2809,20
428259,11338,28
428259,10858,28
428259,79141,22
428259,332,20
428259,2809,20
472038,11338,28
472038,10858,28
472038,79141,22
472038,332,20
472038,2809,20
71,11338,28
71,10858,28
71,79141,22
71,332,20
71,2809,20
23251,11338,28
23251,10858,28
23251,79141,22
23251,332,20
23251,2809,20
24613,11338,28
24613,10858,28
24613,79141,22
24613,332,20
24613,2809,20
24582,11338,28
24582,10858,28
24582,79141,22
24582,332,20
24582,2809,20
24755,11338,28
24755,10858,28
24755,79141,22
24755,332,20
24755,2809,20
24750,11338,28
24750,10858,28
24750,79141,22
24750,332,20
24750,2809,20
24683,11338,28
24683,10858,28
24683,79141,22
24683,332,20
24683,2809,20
24649,11338,28
24649,10858,28
24649,79141,22
24649,332,20
24649,2809,20
24641,11338,28
24641,10858,28
24641,79141,22
24641,332,20
24641,2809,20
348,11338,28
348,10858,28
348,79141,22
348,332,20
348,2809,20
23407,11338,28
23407,10858,28
23407,79141,22
23407,332,20
23407,2809,20
23399,11338,28
23399,10858,28
23399,79141,22
23399,332,20
23399,2809,20
23370,11338,28
23370,10858,28
23370,79141,22
23370,332,20
23370,2809,20
23353,11338,28
23353,10858,28
23353,79141,22
23353,332,20
23353,2809,20
23661,11338,28
23661,10858,28
23661,79141,22
23661,332,20
23661,2809,20
23659,11338,28
23659,10858,28
23659,79141,22
23659,332,20
23659,2809,20
23656,11338,28
23656,10858,28
23656,79141,22
23656,332,20
23656,2809,20
143,11338,28
143,10858,28
143,79141,22
143,332,20
143,2809,20
428564,11338,28
428564,10858,28
428564,79141,22
428564,332,20
428564,2809,20
23926,11338,28
23926,10858,28
23926,79141,22
23926,332,20
23926,2809,20
23816,11338,28
23816,10858,28
23816,79141,22
23816,332,20
23816,2809,20
23718,11338,28
23718,10858,28
23718,79141,22
23718,332,20
23718,2809,20
24137,11338,28
24137,10858,28
24137,79141,22
24137,332,20
24137,2809,20
24088,11338,28
24088,10858,28
24088,79141,22
24088,332,20
24088,2809,20
23989,11338,28
23989,10858,28
23989,79141,22
23989,332,20
23989,2809,20
211,11338,28
211,10858,28
211,79141,22
211,332,20
211,2809,20
493552,11338,28
493552,10858,28
493552,79141,22
493552,332,20
493552,2809,20
490601,11338,28
490601,10858,28
490601,79141,22
490601,332,20
490601,2809,20
691863,11338,28
691863,10858,28
691863,79141,22
691863,332,20
691863,2809,20
13,11338,28
13,10858,28
13,79141,22
13,332,20
13,2809,20
15,11338,28
15,10858,28
15,79141,22
15,332,20
15,2809,20
29,11338,28
29,10858,28
29,79141,22
29,332,20
29,2809,20
33,11338,28
33,10858,28
33,79141,22
33,332,20
33,2809,20
40,11338,28
40,10858,28
40,79141,22
40,332,20
40,2809,20
50,11338,28
50,10858,28
50,79141,22
50,332,20
50,2809,20
51,11338,28
51,10858,28
51,79141,22
51,332,20
51,2809,20
166,11338,28
166,10858,28
166,79141,22
166,332,20
166,2809,20
148,11338,28
148,10858,28
148,79141,22
148,332,20
148,2809,20
475629,11338,28
475629,10858,28
475629,79141,22
